Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,535,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019070112.680	,347.222,27.824,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.98,15238167,70.884,0.204,94.375,0.272,38.681,0.111,307.172,0.885,0.047,0.0,4.568,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.991
0,4294967295,536,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019070486.846	,350.552,26.944,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,350.25,15287346,71.321,0.204,96.188,0.275,38.906,0.111,308.83,0.882,0.047,0.0,4.688,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.393
0,4294967295,537,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019070867.849	,347.006,30.451,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.71,15253963,70.755,0.204,95.54,0.276,38.599,0.111,305.626,0.882,0.047,0.0,4.662,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.149
0,4294967295,538,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019071243.815	,347.98,28.96,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.68,15243731,71.001,0.204,95.279,0.274,38.729,0.111,307.066,0.883,0.047,0.0,4.636,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.819
0,4294967295,539,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019071621.216	,348.788,29.421,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.49,15252277,71.126,0.204,95.789,0.275,38.806,0.111,307.4,0.882,0.047,0.0,4.661,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.652
0,4294967295,540,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019071997.155	,346.799,27.151,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.56,15237223,70.802,0.204,95.142,0.275,38.626,0.111,305.779,0.882,0.047,0.0,4.69,0.014,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.101
0,4294967295,541,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019072375.468	,350.051,31.514,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,349.81,15282783,71.253,0.204,96.277,0.275,38.863,0.111,308.39,0.882,0.047,0.0,4.655,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.499
0,4294967295,542,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019072756.198	,349.126,30.679,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.89,15288241,71.04,0.204,96.161,0.276,38.744,0.111,307.526,0.881,0.047,0.0,4.671,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.784
0,4294967295,543,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019073133.250	,347.642,27.926,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.41,15254453,70.896,0.204,96.074,0.277,38.661,0.111,306.148,0.881,0.047,0.0,4.641,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.978
0,4294967295,544,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019073510.350	,347.295,29.458,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.02,15191188,71.111,0.205,94.63,0.273,38.8,0.112,307.228,0.885,0.047,0.0,4.616,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.678
0,4294967295,545,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019073888.662	,350.331,31.017,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,350.06,15271847,71.355,0.204,96.567,0.276,38.928,0.111,308.436,0.881,0.047,0.0,4.681,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.356
0,4294967295,546,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019074268.778	,347.623,29.785,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.34,15218291,71.05,0.205,94.84,0.273,38.765,0.112,307.119,0.884,0.047,0.0,4.65,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.758
0,4294967295,547,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019074648.065	,349.286,31.664,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,349.01,15296735,71.025,0.204,96.272,0.276,38.744,0.111,307.509,0.881,0.047,0.0,4.62,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.793
0,4294967295,548,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019075028.892	,347.341,31.541,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.96,15235842,70.89,0.204,94.581,0.273,38.67,0.111,306.993,0.885,0.047,0.0,4.62,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.944
0,4294967295,549,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019075406.968	,348.247,30.735,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.01,15267723,70.956,0.204,95.82,0.275,38.711,0.111,306.741,0.881,0.047,0.0,4.634,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.895
0,4294967295,550,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019075785.754	,348.879,30.539,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.64,15232405,71.25,0.204,95.687,0.274,38.87,0.111,307.781,0.883,0.047,0.0,4.612,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.504
0,4294967295,551,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019076164.603	,349.903,29.97,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,349.66,15258459,71.336,0.204,95.747,0.274,38.924,0.111,308.672,0.883,0.047,0.0,4.641,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.389
0,4294967295,552,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019076541.444	,347.766,26.938,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.47,15242884,70.962,0.204,95.325,0.274,38.719,0.111,306.788,0.883,0.047,0.0,4.617,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.872
0,4294967295,553,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019076921.376	,350.437,32.166,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,350.14,15335136,71.077,0.203,97.573,0.279,38.765,0.111,307.362,0.878,0.047,0.0,4.611,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.719
0,4294967295,554,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019077301.968	,346.609,30.155,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.31,15216204,70.849,0.205,94.857,0.274,38.642,0.112,306.17,0.884,0.047,0.0,4.606,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.022
0,4294967295,555,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019077679.857	,346.99,31.28,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.69,15277397,70.642,0.204,95.415,0.275,38.538,0.111,305.695,0.882,0.046,0.0,4.581,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.299
0,4294967295,556,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019078055.643	,349.15,28.796,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.91,15279654,71.084,0.204,95.913,0.275,38.785,0.111,307.618,0.882,0.047,0.0,4.653,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.724
0,4294967295,557,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019078432.628	,348.651,27.835,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.41,15229967,71.214,0.204,94.805,0.272,38.863,0.112,308.255,0.885,0.047,0.0,4.686,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.551
0,4294967295,558,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019078811.536	,349.373,30.257,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,349.13,15275400,71.149,0.204,97.04,0.278,38.803,0.111,307.069,0.88,0.047,0.0,4.638,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.637
0,4294967295,559,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019079189.934	,348.805,29.025,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.57,15232522,71.235,0.204,95.552,0.274,38.861,0.111,307.89,0.883,0.047,0.0,4.635,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.525
0,4294967295,560,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019079565.284	,348.892,26.545,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.61,15305523,70.903,0.203,96.187,0.276,38.676,0.111,307.153,0.881,0.047,0.0,4.621,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.954
0,4294967295,561,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019079945.766	,348.853,31.59,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.57,15242730,71.187,0.204,95.416,0.274,38.84,0.111,307.911,0.883,0.047,0.0,4.676,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.575
0,4294967295,562,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019080323.346	,347.403,28.727,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.12,15261639,70.803,0.204,95.529,0.275,38.624,0.111,306.073,0.882,0.047,0.0,4.638,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.088
0,4294967295,563,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019080704.564	,347.837,33.815,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.56,15209769,71.135,0.205,94.221,0.271,38.82,0.112,307.965,0.886,0.047,0.0,4.637,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.647
0,4294967295,564,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019081081.688	,347.635,29.287,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.41,15256790,70.885,0.204,94.915,0.273,38.684,0.111,306.941,0.884,0.047,0.0,4.623,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.994
0,4294967295,565,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019081457.109	,350.405,27.786,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,350.18,15318519,71.162,0.203,98.127,0.28,38.788,0.111,307.063,0.877,0.047,0.0,4.677,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.625
0,4294967295,566,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019081834.915	,348.311,27.401,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.08,15271999,70.951,0.204,95.643,0.275,38.705,0.111,307.028,0.882,0.047,0.0,4.65,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.904
0,4294967295,567,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019082211.934	,348.97,28.708,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.74,15287920,71.011,0.204,95.941,0.275,38.737,0.111,307.583,0.882,0.047,0.0,4.661,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.824
0,4294967295,568,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019082589.127	,348.045,28.223,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.73,15256023,70.954,0.204,95.451,0.274,38.7,0.111,306.967,0.883,0.047,0.0,4.644,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.878
0,4294967295,569,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019083959.871	,346.549,1022.699,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.23,15251823,70.667,0.204,94.626,0.273,38.561,0.111,305.934,0.884,0.046,0.0,4.598,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.261
0,4294967295,570,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019084336.900	,346.755,30.48,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.44,15234227,70.792,0.204,94.898,0.274,38.618,0.111,306.156,0.884,0.047,0.0,4.595,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.095
0,4294967295,571,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019084713.940	,349.322,30.285,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,349.0,15257593,71.205,0.204,95.546,0.274,38.842,0.111,308.259,0.883,0.047,0.0,4.66,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.541
0,4294967295,572,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019085091.467	,348.659,28.205,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.43,15275685,71.005,0.204,96.212,0.276,38.732,0.111,307.038,0.881,0.047,0.0,4.625,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.833
0,4294967295,573,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019085468.687	,348.043,28.561,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.75,15254278,70.966,0.204,95.402,0.274,38.712,0.111,307.052,0.883,0.047,0.0,4.631,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.867
0,4294967295,574,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019085847.840	,347.627,31.11,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.4,15268523,70.828,0.204,95.225,0.274,38.637,0.111,306.685,0.883,0.047,0.0,4.69,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.07
0,4294967295,575,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019086225.462	,348.096,29.995,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.87,15272784,70.904,0.204,95.534,0.275,38.689,0.111,306.921,0.882,0.047,0.0,4.601,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.968
0,4294967295,576,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019086601.321	,348.519,27.763,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.22,15280688,70.939,0.204,96.218,0.276,38.685,0.111,306.747,0.881,0.047,0.0,4.583,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.902
0,4294967295,577,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019086979.526	,348.974,29.686,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.68,15316281,70.868,0.203,96.749,0.277,38.647,0.111,306.661,0.879,0.047,0.0,4.629,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.999
0,4294967295,578,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019087362.037	,349.474,33.537,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,349.18,15237484,71.336,0.204,95.994,0.275,38.919,0.111,308.261,0.883,0.047,0.0,4.621,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.375
0,4294967295,579,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019087743.304	,346.967,31.793,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.67,15238135,70.82,0.204,94.404,0.272,38.657,0.112,306.518,0.884,0.047,0.0,4.635,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.061
0,4294967295,580,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019088119.556	,348.631,29.285,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.26,15263894,71.025,0.204,95.653,0.275,38.738,0.111,307.184,0.882,0.047,0.0,4.676,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.767
0,4294967295,581,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019088498.348	,348.942,30.161,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.7,15267027,71.1,0.204,95.665,0.274,38.785,0.111,307.887,0.883,0.047,0.0,4.621,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.702
0,4294967295,582,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019088876.055	,346.614,28.765,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.38,15186198,71.003,0.205,94.335,0.272,38.741,0.112,306.681,0.885,0.047,0.0,4.649,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.833
0,4294967295,583,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019089252.073	,348.05,29.404,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.81,15226932,71.106,0.204,96.024,0.276,38.793,0.112,306.625,0.882,0.047,0.0,4.592,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.695
0,4294967295,584,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019089630.861	,348.426,30.738,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.14,15293533,70.863,0.204,96.891,0.278,38.648,0.111,305.872,0.879,0.047,0.0,4.646,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.007
0,4294967295,585,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019090010.432	,348.305,31.145,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.02,15235728,71.107,0.204,95.908,0.276,38.789,0.111,306.883,0.882,0.047,0.0,4.618,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.681
0,4294967295,586,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019090392.443	,349.115,33.706,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.83,15245540,71.227,0.204,96.655,0.277,38.839,0.111,307.135,0.88,0.047,0.0,4.651,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.522
0,4294967295,587,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019090773.150	,349.063,31.592,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.78,15261502,71.142,0.204,95.391,0.273,38.826,0.111,307.823,0.883,0.047,0.0,4.742,0.014,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.635
0,4294967295,588,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019091150.751	,348.35,28.538,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.11,15298204,70.835,0.203,96.626,0.278,38.627,0.111,306.123,0.879,0.047,0.0,4.627,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.057
0,4294967295,589,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019091527.821	,350.838,28.72,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,350.6,15296445,71.35,0.204,96.285,0.275,38.935,0.111,309.153,0.882,0.047,0.0,4.623,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.372
0,4294967295,590,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019091906.627	,348.721,27.968,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.48,15247511,71.146,0.204,96.297,0.276,38.809,0.111,307.054,0.881,0.047,0.0,4.62,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.641
0,4294967295,591,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019092286.192	,348.097,30.844,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.85,15258731,70.965,0.204,95.477,0.274,38.717,0.111,306.887,0.882,0.047,0.0,4.682,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.88
0,4294967295,592,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019092664.589	,348.174,30.3,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.88,15212899,71.185,0.205,94.862,0.273,38.85,0.112,307.614,0.884,0.047,0.0,4.673,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.574
0,4294967295,593,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019093041.335	,348.708,28.572,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.41,15253760,71.103,0.204,96.375,0.277,38.776,0.111,306.906,0.881,0.047,0.0,4.654,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.683
0,4294967295,594,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019093418.993	,346.918,28.95,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.62,15223886,70.876,0.204,94.854,0.274,38.671,0.112,306.373,0.884,0.047,0.0,4.582,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.985
0,4294967295,595,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117019093796.668	,347.288,30.757,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.99,15226038,70.942,0.204,94.762,0.273,38.719,0.112,306.703,0.884,0.047,0.0,4.687,0.014,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.898
