Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,14,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018755384.903	,347.903,38.585,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.66,15292601,70.77,0.204,95.561,0.275,38.616,0.111,306.485,0.882,0.047,0.0,4.644,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.144
0,4294967295,15,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018755771.842	,346.309,39.036,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.07,15217917,70.792,0.205,94.731,0.274,38.619,0.112,305.923,0.884,0.047,0.0,4.614,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.115
0,4294967295,16,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018756169.961	,350.21,51.81,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,349.91,15340335,71.006,0.203,97.216,0.278,38.724,0.111,307.425,0.879,0.047,0.0,4.645,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.812
0,4294967295,17,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018756568.937	,350.649,48.766,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,350.36,15322200,71.181,0.203,97.114,0.277,38.824,0.111,308.174,0.88,0.047,0.0,4.604,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.582
0,4294967295,18,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018756960.941	,346.305,41.355,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.01,15226672,70.739,0.204,94.06,0.272,38.597,0.112,306.43,0.886,0.047,0.0,4.624,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.171
0,4294967295,19,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018757347.839	,349.681,40.593,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,349.4,15262822,71.263,0.204,96.274,0.276,38.868,0.111,308.038,0.882,0.047,0.0,4.66,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.476
0,4294967295,20,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018757737.284	,346.559,39.764,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.33,15201439,70.922,0.205,93.769,0.271,38.706,0.112,307.151,0.887,0.047,0.0,4.636,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.944
0,4294967295,21,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018758121.871	,348.781,38.028,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.57,15237675,71.211,0.204,95.49,0.274,38.852,0.111,307.857,0.883,0.047,0.0,4.665,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.564
0,4294967295,22,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018758506.224	,347.634,35.572,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.41,15239080,70.967,0.204,95.491,0.275,38.712,0.111,306.595,0.883,0.047,0.0,4.648,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.884
0,4294967295,23,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018758888.417	,348.373,34.559,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.15,15284643,70.906,0.204,95.621,0.275,38.677,0.111,307.24,0.882,0.047,0.0,4.628,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.966
0,4294967295,24,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018759268.749	,347.469,31.959,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.17,15212379,71.043,0.205,94.315,0.272,38.777,0.112,307.483,0.886,0.047,0.0,4.628,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.763
0,4294967295,25,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018759652.676	,347.204,36.458,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.91,15268028,70.731,0.204,95.517,0.275,38.586,0.111,305.897,0.882,0.047,0.0,4.611,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.182
0,4294967295,26,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018875298.315	,348.897,115298.435,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.6,15272700,71.053,0.204,96.002,0.275,38.77,0.111,307.129,0.881,0.047,0.0,4.612,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.749
0,4294967295,27,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018876182.449	,347.008,535.237,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,346.71,15245231,70.796,0.204,94.923,0.274,38.622,0.111,306.208,0.883,0.047,0.0,4.653,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.094
0,4294967295,28,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018876582.284	,348.447,52.827,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.22,15280913,70.938,0.204,95.846,0.275,38.701,0.111,306.846,0.881,0.047,0.0,4.665,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.923
0,4294967295,29,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018876980.154	,348.213,49.423,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.0,15288726,70.857,0.204,95.986,0.276,38.657,0.111,306.617,0.881,0.047,0.0,4.622,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.035
0,4294967295,30,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018877370.375	,349.63,42.008,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,349.4,15294360,71.116,0.204,96.391,0.276,38.786,0.111,307.897,0.881,0.047,0.0,4.642,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.685
0,4294967295,31,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018877759.901	,348.734,39.896,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.5,15273197,71.031,0.204,96.317,0.276,38.734,0.111,306.955,0.881,0.047,0.0,4.647,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.797
0,4294967295,32,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018878147.218	,347.371,38.583,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.05,15226398,70.953,0.204,95.163,0.274,38.71,0.112,306.599,0.883,0.047,0.0,4.653,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.877
0,4294967295,33,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018878531.928	,347.69,37.339,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.37,15245517,70.929,0.204,95.498,0.275,38.689,0.111,306.6,0.883,0.047,0.0,4.61,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.909
0,4294967295,34,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018878916.003	,347.755,36.385,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,347.28,15215994,71.048,0.205,94.871,0.273,38.758,0.112,307.18,0.885,0.047,0.0,4.635,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.708
0,4294967295,35,1,matmul_kernel,matmul_kernel,static,AI_CORE,1775117018879297.597	,349.077,33.839,1024,0,YES,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT,ND,N/A,348.76,15269978,71.099,0.204,96.291,0.276,38.781,0.111,307.277,0.881,0.047,0.0,4.677,0.013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.684
